Type,Active,Name,Imdb id,Movie Tier,Production Cost,Rank,Price
Actor,TRUE,Nichole Sakura,nm3783235,,,14,0
Actor,TRUE,Eduardo Franco,nm7533568,,,15,0
,,,,,,,
Movie,TRUE,Scream 7,tt27047903,Blockbuster,150000000,,100000
Director,TRUE,Kevin Williamson,nm0932078,,,,25000
Actor,TRUE,Neve Campbell,nm0000117,,,1,25000
Actor,TRUE,Courteney Cox,nm0001073,,,2,25000
Actor,TRUE,Isabel May,nm8908475,,,3,25000
Actor,TRUE,Jasmin Savoy Brown,nm5506401,,,4,25000
Actor,TRUE,Mason Gooding,nm2864252,,,5,25000
Actor,TRUE,Anna Camp,nm2319871,,,6,15000
Actor,TRUE,Joel McHale,nm0570364,,,7,15000
Actor,TRUE,Mckenna Grace,nm5085683,,,8,15000
Actor,TRUE,Michelle Randolph,nm8948296,,,9,15000
Actor,TRUE,Jimmy Tatro,nm5555161,,,10,15000
Actor,TRUE,Asa Germann,nm11091923,,,11,5000
Actor,TRUE,Celeste O'Connor,nm9305936,,,12,5000
Actor,TRUE,Sam Rechner,nm11809977,,,13,5000
Actor,TRUE,Ethan Embry,nm0256121,,,14,5000
Actor,TRUE,Timothy Simons,nm3985937,,,15,5000
,,,,,,,
Movie,TRUE,Demon Squad: Tooth and Claw,tt27575701,Indie,5000000,,25000
Director,TRUE,Thomas Smith,nm3390194,,,,5000
Actor,TRUE,Ginger Cressman,nm13673784,,,1,5000
Actor,TRUE,Billy Culbertson,nm6477631,,,2,5000
Actor,TRUE,Rob Eubanks,nm8426931,,,3,5000
Actor,TRUE,Erin Lilley,nm3390880,,,4,5000
Actor,TRUE,Amir Zandi,nm6404534,,,5,5000
Actor,TRUE,Iona Yabut,nm14292263,,,6,2500
Actor,TRUE,Monica Webb,nm3775931,,,7,2500
Actor,TRUE,Victoria Antonelli,nm8699875,,,8,2500
Actor,TRUE,Brittany Foti,nm6886163,,,9,2500
Actor,TRUE,Khristian Fulmer,nm3013501,,,10,2500
Actor,TRUE,Scott Alan Warner,nm6773470,,,11,1000
Actor,TRUE,Curtis Lilley,nm3946138,,,12,1000
Actor,TRUE,Pavani Mitchum,nm14601392,,,13,1000
Actor,TRUE,Kelly Houk,nm5278820,,,14,1000
Actor,TRUE,Xavier DuPriest,nm7578172,,,15,1000
,,,,,,,
Movie,TRUE,GOAT,tt27613895,Indie,5000000,,25000
Director,TRUE,Tyree Dillihay,nm2826643,,,,5000
Director,TRUE,Adam Rosette,nm2411105,,,,5000
Actor,TRUE,Caleb McLaughlin,nm5160895,,,1,5000
Actor,TRUE,Gabrielle Union,nm0005517,,,2,5000
Actor,TRUE,Nick Kroll,nm1802209,,,3,5000
Actor,TRUE,Nicola Coughlan,nm1965552,,,4,5000
Actor,TRUE,David Harbour,nm1092086,,,5,5000
Actor,TRUE,Stephen Curry,nm2967426,,,6,2500
Actor,TRUE,Jenifer Lewis,nm0507338,,,7,2500
Actor,TRUE,Patton Oswalt,nm0652663,,,8,2500
Actor,TRUE,Bobby Lee,nm0496899,,,9,2500
Actor,TRUE,Sherry Cola,nm8781499,,,10,2500
Actor,TRUE,Andrew Santino,nm2747668,,,11,1000
Actor,TRUE,Derek Mio,nm1218732,,,12,1000
Actor,TRUE,Jennifer Hudson,nm1617685,,,13,1000
Actor,TRUE,Aaron Pierre,nm7543974,,,14,1000
Actor,TRUE,Ayesha Curry,nm2812760,,,15,1000
,,,,,,,
Movie,TRUE,Islands,tt27796126,Indie,5000000,,25000
Director,TRUE,Jan-Ole Gerster,nm1673756,,,,5000
Actor,TRUE,Fatima Adoum,nm1936320,,,1,5000
Actor,TRUE,Ramiro Blas,nm0087640,,,2,5000
Actor,TRUE,Bruna Cusí,nm4264236,,,3,5000
Actor,TRUE,Ahmed Boulane,nm0099424,,,4,5000
Actor,TRUE,Stacy Martin,nm5237479,,,5,5000
Actor,TRUE,Sam Riley,nm0727165,,,6,2500
Actor,TRUE,Jack Farthing,nm4958046,,,7,2500
Actor,TRUE,Pep Ambròs,nm3314114,,,8,2500
Actor,TRUE,Agnes Lindström Bolmgren,nm3866005,,,9,2500
Actor,TRUE,Maya Unger,nm2111967,,,10,2500
Actor,TRUE,Dylan Torrell,nm11354408,,,11,1000
Actor,TRUE,Fernando Navas,nm2794645,,,12,1000
Actor,TRUE,Dawid Pietkiewicz,nm2740325,,,13,1000
Actor,TRUE,Irene Ferarios,nm16152474,,,14,1000
,,,,,,,
Movie,TRUE,Clika,tt28334938,Mainstream,50000000,,50000
Director,TRUE,Michael Greene,nm1322006,,,,15000
Actor,TRUE,Nana Ponceleon,nm2641581,,,1,15000
Actor,TRUE,Eric Roberts,nm0000616,,,2,15000
Actor,TRUE,Peter Greene,nm0338886,,,3,15000
Actor,TRUE,Bourke Floyd,nm0283239,,,4,15000
Actor,TRUE,Master P,nm0005290,,,5,15000
Actor,TRUE,Norman Towns,nm6427416,,,6,10000
Actor,TRUE,Jay Dee,nm5116239,,,7,10000
Actor,TRUE,Vivian Lamolli,nm4796168,,,8,10000
Actor,TRUE,Paul Sinacore,nm3217025,,,9,10000
Actor,TRUE,Alison Chace,nm2641262,,,10,10000
Actor,TRUE,Pao Villalobos,nm6798714,,,11,5000
Actor,TRUE,Cameron James Matthews,nm5964948,,,12,5000
Actor,TRUE,Cory Aycock,nm3300778,,,13,5000
Actor,TRUE,Cristian E. Gutierrez,nm7265009,,,14,5000
Actor,TRUE,King Jaquell Martin,nm7017426,,,15,5000
,,,,,,,
Movie,TRUE,JFK Jr.,tt28633043,Indie,5000000,,25000
Director,TRUE,Darius Burke,nm6507001,,,,5000
Actor,TRUE,Darius Burke,nm6507001,,,1,5000
Actor,TRUE,Jacqui Denski,nm5741624,,,2,5000
Actor,TRUE,Timothy Connelly,nm13655308,,,3,5000
Actor,TRUE,Stephen O'Brien,nm7944374,,,4,5000
Actor,TRUE,Elena Schick,nm5474762,,,5,5000
Actor,TRUE,Dori Milly Grace,nm17097306,,,6,2500
Actor,TRUE,Madelyn Sweet,nm13346263,,,7,2500
Actor,TRUE,Henry Laun,nm6085634,,,8,2500
Actor,TRUE,Ana Calixto,nm12181218,,,9,2500
Actor,TRUE,David Michael Pepe III,nm8025440,,,10,2500
Actor,TRUE,Calvin Zanetti,nm16019865,,,11,1000
Actor,TRUE,Parker Grey Nelson,nm14236558,,,12,1000
Actor,TRUE,Phil Harris,nm15792507,,,13,1000
Actor,TRUE,Mandy the Dog,nm8725685,,,14,1000
Actor,TRUE,TJ Dolan,nm15795382,,,15,1000
,,,,,,,
Movie,TRUE,The Super Mario Galaxy Movie,tt28650488,Mainstream,0,,0
Director,TRUE,Aaron Horvath,nm1739338,,,,
Director,TRUE,Michael Jelenic,nm2398585,,,,
Actor,TRUE,Jack Black,nm0085312,,,1,0
Actor,TRUE,Anya Taylor-Joy,nm5896355,,,2,0
Actor,TRUE,Chris Pratt,nm0695435,,,3,0
Actor,TRUE,Brie Larson,nm0488953,,,4,0
Actor,TRUE,Benny Safdie,nm1509478,,,5,0
Actor,TRUE,Keegan-Michael Key,nm1221047,,,6,0
Actor,TRUE,Charlie Day,nm0206359,,,7,0
Actor,TRUE,Kevin Michael Richardson,nm0724656,,,8,0
,,,,,,,
Movie,TRUE,The Strangers: Chapter 3,tt28682323,Mainstream,50000000,,50000
Director,TRUE,Renny Harlin,nm0001317,,,,15000
Actor,TRUE,Madelaine Petsch,nm6663708,,,1,15000
Actor,TRUE,Richard Brake,nm0104114,,,2,15000
Actor,TRUE,Krystal Ellsworth,nm3422247,,,3,15000
Actor,TRUE,Janis Ahern,nm4273260,,,4,15000
Actor,TRUE,Kyle Breitkopf,nm3827460,,,5,15000
Actor,TRUE,Gabriel Basso,nm2773059,,,6,10000
Actor,TRUE,Rachel Shenton,nm2053650,,,7,10000
Actor,TRUE,George Young,nm2965226,,,8,10000
Actor,TRUE,Ben Cartwright,nm1408455,,,9,10000
Actor,TRUE,Stevee Davies,nm3482517,,,10,10000
Actor,TRUE,Hannah Galway,nm8851943,,,11,5000
Actor,TRUE,Ella Bruccoleri,nm9702409,,,12,5000
Actor,TRUE,Joel Labelle,nm4124639,,,13,5000
Actor,TRUE,Miles Yekinni,nm4126991,,,14,5000
Actor,TRUE,Pedro Leandro,nm7797052,,,15,5000
,,,,,,,
Movie,TRUE,Deep Water,tt29516222,Indie,5000000,,25000
Actor,TRUE,Aaron Eckhart,nm0001173,,,1,5000
Actor,TRUE,Molly Belle Wright,nm11793826,,,2,5000
Actor,TRUE,Kelly Gale,nm6145629,,,3,5000
Actor,TRUE,Ben Kingsley,nm0001426,,,4,5000
Actor,TRUE,Angus Sampson,nm0760151,,,5,5000
Actor,TRUE,Priya Jain,nm7568073,,,6,2500
Actor,TRUE,Rosie Zhao,nm15826105,,,7,2500
Actor,TRUE,Richard Crouchley,nm11156289,,,8,2500
Actor,TRUE,Rob Kipa-Williams,nm3900891,,,9,2500
Actor,TRUE,Mark Hadlow,nm0352921,,,10,2500
Actor,TRUE,Rosemary Li,nm16675793,,,11,1000
Actor,TRUE,Lakota Johnson,nm7841377,,,12,1000
Actor,TRUE,Madeleine West,nm0922210,,,13,1000
Actor,TRUE,Ryan Bown,nm7635170,,,14,1000
Actor,TRUE,Rarmian Newton,nm2848612,,,15,1000
,,,,,,,
Movie,TRUE,Whistle,tt29550683,Indie,5000000,,25000
Director,TRUE,Corin Hardy,nm2379028,,,,5000
Actor,TRUE,Dafne Keen,nm6748436,,,1,5000
Actor,TRUE,Sophie Nélisse,nm4563869,,,2,5000
Actor,TRUE,Percy Hynes White,nm4007171,,,3,5000
Actor,TRUE,Nick Frost,nm0296545,,,4,5000
Actor,TRUE,Ali Skovbye,nm3309629,,,5,5000
Actor,TRUE,Sky Yang,nm9478258,,,6,2500
Actor,TRUE,Stephen Kalyn,nm9822646,,,7,2500
Actor,TRUE,Lanette Ware,nm0710969,,,8,2500
Actor,TRUE,Janaya Stephens,nm0827048,,,9,2500
Actor,TRUE,Ruth Chiang,nm1122078,,,10,2500
Actor,TRUE,Troy James,nm8911148,,,11,1000
Actor,TRUE,Brandon James Sim,nm5505776,,,12,1000
Actor,TRUE,Louis Adams,nm0011160,,,13,1000
Actor,TRUE,Michael Koras,nm5646602,,,14,1000
Actor,TRUE,Mika Amonsen,nm9170317,,,15,1000
,,,,,,,
Movie,TRUE,Peaches Goes Bananas,tt30327721,Indie,5000000,,25000
Director,TRUE,Marie Losier,nm1633031,,,,5000
Actor,TRUE,Marlene Saldana,nm3736855,,,1,5000
,,,,,,,
Movie,TRUE,The Bride!,tt30851137,Indie,5000000,,25000
Director,TRUE,Maggie Gyllenhaal,nm0350454,,,,5000
Actor,TRUE,Jake Gyllenhaal,nm0350453,,,1,5000
Actor,TRUE,Marko Caka,nm6517139,,,2,5000
Actor,TRUE,Penélope Cruz,nm0004851,,,3,5000
Actor,TRUE,William Hill,nm0384771,,,4,5000
Actor,TRUE,Peter Sarsgaard,nm0765597,,,5,5000
Actor,TRUE,Matthew Maher,nm0536866,,,6,2500
Actor,TRUE,Louis Cancelmi,nm1209413,,,7,2500
Actor,TRUE,John Magaro,nm1910274,,,8,2500
Actor,TRUE,Christian Bale,nm0000288,,,9,2500
Actor,TRUE,Annette Bening,nm0000906,,,10,2500
Actor,TRUE,Jessie Buckley,nm2976580,,,11,1000
Actor,TRUE,Jeannie Berlin,nm0075588,,,12,1000
Actor,TRUE,Julianne Hough,nm2584600,,,13,1000
Actor,TRUE,Massiel Mordan,nm4692337,,,14,1000
Actor,TRUE,Stephanie Troyak,nm4809866,,,15,1000
,,,,,,,
Movie,TRUE,Southside Kev,tt31015089,Indie,5000000,,25000
Director,TRUE,Jamel Furlow,nm8721564,,,,5000
Actor,TRUE,McKinzie J. Scott,nm15118305,,,1,5000
Actor,TRUE,Anthony M. Walker,nm3661660,,,2,5000
Actor,TRUE,CK Fernandez,nm2779882,,,3,5000
Actor,TRUE,Naomi Taylor,nm14517688,,,4,5000
Actor,TRUE,Alpachino Howard,nm10971743,,,5,5000
Actor,TRUE,Anthony Nio Perez,nm12990762,,,6,2500
Actor,TRUE,Chrys Edwards,nm15747889,,,7,2500
Actor,TRUE,Brandon Chastang,nm12928271,,,8,2500
Actor,TRUE,King Brandon Smith,nm15036068,,,9,2500
Actor,TRUE,Nathan Lewis,nm15757300,,,10,2500
Actor,TRUE,Yahteek Miles,nm16631622,,,11,1000
Actor,TRUE,Torisha Laforce,nm16307679,,,12,1000
,,,,,,,
Movie,TRUE,Mercy,tt31050594,Mainstream,50000000,,50000
Director,TRUE,Timur Bekmambetov,nm0067457,,,,15000
Actor,TRUE,Rebecca Ferguson,nm0272581,,,1,15000
Actor,TRUE,Michael C. Mahon,nm0537103,,,2,15000
Actor,TRUE,Renata Ribeiro,nm4683179,,,3,15000
Actor,TRUE,Kenneth Choi,nm0158846,,,4,15000
Actor,TRUE,Carlos Antonio,nm0031378,,,5,15000
Actor,TRUE,Noah Fearnley,nm10885467,,,6,10000
Actor,TRUE,Chris Sullivan,nm2884388,,,7,10000
Actor,TRUE,Annabelle Wallis,nm1834115,,,8,10000
Actor,TRUE,Philicia Saunders,nm3578394,,,9,10000
Actor,TRUE,Kylie Rogers,nm4814017,,,10,10000
Actor,TRUE,Konstantin Podprugin,nm8126223,,,11,5000
Actor,TRUE,Jeff Pierre,nm4168033,,,12,5000
Actor,TRUE,Rafi Gavron,nm1969169,,,13,5000
Actor,TRUE,Jamie McBride,nm1408628,,,14,5000
Actor,TRUE,John Bubniak,nm6778277,,,15,5000
,,,,,,,
Movie,TRUE,Normal,tt31195136,Indie,5000000,,25000
Director,TRUE,Ben Wheatley,nm1296554,,,,5000
Actor,TRUE,Reena Jolly,nm8674943,,,1,5000
Actor,TRUE,Brendan Fletcher,nm0281956,,,2,5000
Actor,TRUE,Brian Kawakami,nm1753591,,,3,5000
Actor,TRUE,Henry Winkler,nm0001857,,,4,5000
Actor,TRUE,Bob Odenkirk,nm0644022,,,5,5000
Actor,TRUE,Lena Headey,nm0372176,,,6,2500
Actor,TRUE,Billy MacLellan,nm0533832,,,7,2500
Actor,TRUE,David Lawrence Brown,nm0113357,,,8,2500
Actor,TRUE,Peter Shinkoda,nm0793946,,,9,2500
Actor,TRUE,Jess McLeod,nm2004178,,,10,2500
Actor,TRUE,Ryan Allen,nm3042278,,,11,1000
Actor,TRUE,Lauren Cochrane,nm2497076,,,12,1000
Actor,TRUE,Dan De Jaeger,nm3463846,,,13,1000
Actor,TRUE,Aaron Merke,nm2430074,,,14,1000
Actor,TRUE,Carson Nattrass,nm0622442,,,15,1000
,,,,,,,
Movie,TRUE,Dracula: A Love Tale,tt31434030,Mainstream,50000000,,50000
Director,TRUE,Luc Besson,nm0000108,,,,15000
Actor,TRUE,Caleb Landry Jones,nm2655177,,,1,15000
Actor,TRUE,Christoph Waltz,nm0910607,,,2,15000
Actor,TRUE,Zoë Bleu,nm3396904,,,3,15000
Actor,TRUE,Guillaume de Tonquédec,nm0211956,,,4,15000
Actor,TRUE,Matilda De Angelis,nm7006860,,,5,15000
Actor,TRUE,Ewens Abid,nm12491832,,,6,10000
Actor,TRUE,David Shields,nm7104160,,,7,10000
Actor,TRUE,Bertrand-Xavier Corbi,nm2771209,,,8,10000
Actor,TRUE,Raphael Luce,nm11561207,,,9,10000
Actor,TRUE,Liviu Bora,nm7136884,,,10,10000
Actor,TRUE,Anne Kessler,nm0450306,,,11,5000
Actor,TRUE,Romain Levi,nm4678676,,,12,5000
Actor,TRUE,Jassem Mougari,nm5438655,,,13,5000
Actor,TRUE,Thalia Besson,nm9438957,,,14,5000
Actor,TRUE,Haymon Maria Buttinger,nm0125379,,,15,5000
,,,,,,,
Movie,TRUE,Dreams,tt31710990,Indie,5000000,,25000
Director,TRUE,Michel Franco,nm1633015,,,,5000
Actor,TRUE,Isaac Hernández,nm9589293,,,1,5000
Actor,TRUE,Eduardo Gonzalez,nm4004050,,,2,5000
Actor,TRUE,Hugo Costa Ramos,nm4285284,,,3,5000
Actor,TRUE,Julio Bernal,nm17110324,,,4,5000
Actor,TRUE,René Martínez,nm8980687,,,5,5000
Actor,TRUE,Nadia Chiney,nm17110331,,,6,2500
Actor,TRUE,Jessica Chastain,nm1567113,,,7,2500
Actor,TRUE,Rupert Friend,nm1670029,,,8,2500
Actor,TRUE,Marshall Bell,nm0068382,,,9,2500
Actor,TRUE,Nadia Flamenco,nm9013869,,,10,2500
Actor,TRUE,Ali Kiley,nm14353696,,,11,1000
Actor,TRUE,Areyla Faeron,nm12365717,,,12,1000
Actor,TRUE,Rafael Jiménez,nm17110344,,,13,1000
Actor,TRUE,Mercedes Hernández,nm2543344,,,14,1000
Actor,TRUE,Eligio Meléndez,nm0578577,,,15,1000
,,,,,,,
Movie,TRUE,They Will Kill You,tt31728330,Indie,5000000,,25000
Director,TRUE,Kirill Sokolov,nm5001945,,,,5000
Actor,TRUE,Patricia Arquette,nm0000099,,,1,5000
Actor,TRUE,Heather Graham,nm0001287,,,2,5000
Actor,TRUE,Tom Felton,nm0271657,,,3,5000
Actor,TRUE,Zazie Beetz,nm5939164,,,4,5000
Actor,TRUE,Myha'la,nm9684601,,,5,5000
Actor,TRUE,Darron Meyer,nm2378861,,,6,2500
Actor,TRUE,Armando Rivera,nm13821953,,,7,2500
Actor,TRUE,Chris van Rensburg,nm3529717,,,8,2500
Actor,TRUE,Gabe Gabriel,nm5520267,,,9,2500
Actor,TRUE,Megan Alexander,nm8019086,,,10,2500
,,,,,,,
Movie,TRUE,28 Years Later: The Bone Temple,tt32141377,Mainstream,50000000,,50000
Director,TRUE,Nia DaCosta,nm4804442,,,,15000
Actor,TRUE,Ralph Fiennes,nm0000146,,,1,15000
Actor,TRUE,Jack O'Connell,nm1925239,,,2,15000
Actor,TRUE,Emma Laird,nm10058940,,,3,15000
Actor,TRUE,Chi Lewis-Parry,nm5213912,,,4,15000
Actor,TRUE,Robert Rhodes,nm13566004,,,5,15000
Actor,TRUE,Alfie Williams,nm12595111,,,6,10000
Actor,TRUE,Erin Kellyman,nm7210986,,,7,10000
Actor,TRUE,Louis Ashbourne Serkis,nm6162831,,,8,10000
Actor,TRUE,David Sterne,nm0827664,,,9,10000
Actor,TRUE,Maura Bird,nm10547656,,,10,10000
Actor,TRUE,Sam Locke,nm11271517,,,11,5000
Actor,TRUE,Natalie Cousteau,nm1490219,,,12,5000
Actor,TRUE,Elliot Benn,nm10096080,,,13,5000
Actor,TRUE,Ghazi Al Ruffai,nm14025829,,,14,5000
Actor,TRUE,Mia Verity,nm17652193,,,15,5000
,,,,,,,
Movie,TRUE,FECES/////MATTER,tt32195850,Mainstream,0,,0
Director,TRUE,David S. Heiser Jr.,nm9471101,,,,
Actor,TRUE,Casey Barnes,nm13256017,,,1,0
Actor,TRUE,Eric Canfield,nm6676518,,,2,0
Actor,TRUE,Anna Colvin,nm11056643,,,3,0
Actor,TRUE,Alexander Ekker,nm15400747,,,4,0
Actor,TRUE,Sanath Hegde,nm13536464,,,5,0
Actor,TRUE,Jacob Israel,nm14795857,,,6,0
Actor,TRUE,Caleb M. Jordan,nm12572794,,,7,0
Actor,TRUE,Jude Kilumbu,nm13046602,,,8,0
Actor,TRUE,Matias Kruse,nm15730632,,,9,0
Actor,TRUE,Will Lampe,nm16069055,,,10,0
Actor,TRUE,Caleb McKnabb,nm14107978,,,11,0
Actor,TRUE,Quinton Nash,nm10270878,,,12,0
Actor,TRUE,Aidan Roche,nm15832254,,,13,0
Actor,TRUE,Erika Sharp,nm14334990,,,14,0
Actor,TRUE,Seth Williams,nm13525936,,,15,0
,,,,,,,
Movie,TRUE,The Singing Priest,tt32207971,Indie,5000000,,25000
Director,TRUE,John Tsambazis,nm2893155,,,,5000
Actor,TRUE,Roberto Benigni,nm0000905,,,1,5000
Actor,TRUE,Andrea Bocelli,nm0004765,,,2,5000
Actor,TRUE,Matteo Bocelli,nm10016096,,,3,5000
Actor,TRUE,Artin John,nm4730571,,,4,5000
,,,,,,,
Movie,TRUE,Alpha,tt32275943,Indie,5000000,,25000
Director,TRUE,Julia Ducournau,nm4469445,,,,5000
Actor,TRUE,Tahar Rahim,nm2588665,,,1,5000
Actor,TRUE,Golshifteh Farahani,nm0267042,,,2,5000
Actor,TRUE,Mélissa Boros,nm13269520,,,3,5000
Actor,TRUE,Emma Mackey,nm8076281,,,4,5000
Actor,TRUE,Finnegan Oldfield,nm2028613,,,5,5000
Actor,TRUE,Louai El Amrousy,nm15338537,,,6,2500
Actor,TRUE,Ambrine Trigo Ouaked,nm14440724,,,7,2500
Actor,TRUE,Zohra Benbetka,nm17621467,,,8,2500
Actor,TRUE,Fadila Belkebla,nm0067949,,,9,2500
Actor,TRUE,Sofia Naït,nm5066398,,,10,2500
Actor,TRUE,Bahia Badji,nm17621463,,,11,1000
Actor,TRUE,Marc Riso,nm6848464,,,12,1000
Actor,TRUE,Jean-Charles Clichet,nm2806009,,,13,1000
Actor,TRUE,François Rollin,nm0738391,,,14,1000
Actor,TRUE,Driver,nm4855218,,,15,1000
,,,,,,,
Movie,TRUE,Solo Mio,tt32306991,Indie,5000000,,25000
Director,TRUE,Charles Kinnane,nm3057695,,,,5000
Director,TRUE,Daniel Kinnane,nm8451296,,,,5000
Actor,TRUE,Kevin James,nm0416673,,,1,5000
Actor,TRUE,Jonathan Roumie,nm0745751,,,2,5000
Actor,TRUE,Kim Coates,nm0167649,,,3,5000
Actor,TRUE,Alyson Hannigan,nm0004989,,,4,5000
Actor,TRUE,Julie Ann Emery,nm1024264,,,5,5000
Actor,TRUE,Nicole Grimaudo,nm0342151,,,6,2500
Actor,TRUE,Julee Cerda,nm2410458,,,7,2500
Actor,TRUE,Evelina Meghnagi,nm0576316,,,8,2500
Actor,TRUE,Alessandro Cucca,nm12947899,,,9,2500
Actor,TRUE,Caterina Silva,nm0798255,,,10,2500
Actor,TRUE,Daniela Glasgow,nm12417126,,,11,1000
Actor,TRUE,Julia Messina,nm12052542,,,12,1000
Actor,TRUE,Alessandro Carbonara,nm9119464,,,13,1000
Actor,TRUE,Allina Cerni,nm13381339,,,14,1000
Actor,TRUE,Valentina Fois,nm3064030,,,15,1000
,,,,,,,
Movie,TRUE,Pillion,tt32321317,Mainstream,50000000,,50000
Director,TRUE,Harry Lighton,nm7502337,,,,15000
Actor,TRUE,Alexander Skarsgård,nm0002907,,,1,15000
Actor,TRUE,Harry Melling,nm0577982,,,2,15000
Actor,TRUE,Douglas Hodge,nm0388061,,,3,15000
Actor,TRUE,Lesley Sharp,nm0789093,,,4,15000
Actor,TRUE,Anthony Welsh,nm3455151,,,5,15000
Actor,TRUE,Jake Shears,nm0783283,,,6,10000
Actor,TRUE,Billy King,nm7767707,,,7,10000
Actor,TRUE,Stevie Raine,nm3678878,,,8,10000
Actor,TRUE,Jake Sharp,nm6121001,,,9,10000
Actor,TRUE,Georgina Hellier,nm7450601,,,10,10000
Actor,TRUE,Rosie Sheehy,nm8382508,,,11,5000
Actor,TRUE,Miranda Bell,nm0068414,,,12,5000
Actor,TRUE,Paul Tallis,nm17217857,,,13,5000
Actor,TRUE,Nick Figgis,nm0276556,,,14,5000
Actor,TRUE,Michael 'Mike' Jones,nm17318384,,,15,5000
,,,,,,,
Movie,TRUE,The Strange Dark,tt32330904,Indie,5000000,,25000
Director,TRUE,Chris Messineo,nm1980129,,,,5000
Actor,TRUE,Nili Bassman,nm0060320,,,1,5000
Actor,TRUE,Caleb Scott,nm3259251,,,2,5000
Actor,TRUE,Carmen Borla,nm6686874,,,3,5000
Actor,TRUE,Bates Wilder,nm0928560,,,4,5000
Actor,TRUE,John Beckwith,nm10650208,,,5,5000
Actor,TRUE,Carson Jean Holley,nm10981398,,,6,2500
Actor,TRUE,Athan Sporek,nm7482229,,,7,2500
,,,,,,,
Movie,TRUE,Mutiny,tt32338669,Mainstream,0,,0
Director,TRUE,Jean-François Richet,nm0724938,,,,
Actor,TRUE,Jason Statham,nm0005458,,,1,0
Actor,TRUE,Annabelle Wallis,nm1834115,,,2,0
Actor,TRUE,Chaneil Kular,nm9894581,,,3,0
Actor,TRUE,Adrian Lester,nm0504412,,,4,0
