Type,Active,Name,Imdb id,Movie Tier,Production Cost,Rank,Price
Actor,TRUE,Arnas Fedaravicius,nm4538500,,,5,0
Actor,TRUE,Lee Charles,nm3124775,,,6,0
Actor,TRUE,Roland Møller,nm3435612,,,7,0
Actor,TRUE,Ben Cartwright,nm1408455,,,8,0
Actor,TRUE,Jason Wong,nm3438484,,,9,0
Actor,TRUE,Rumi Sutton,nm13339986,,,10,0
Actor,TRUE,Tom Christian,nm5276849,,,11,0
Actor,TRUE,Steven Blades,nm6216488,,,12,0
Actor,TRUE,Jessica Wai Sum Tong,nm14221272,,,13,0
,,,,,,,
Movie,TRUE,Shelter,tt32357218,Indie,5000000,,25000
Director,TRUE,Ric Roman Waugh,nm0006846,,,,5000
Actor,TRUE,Jason Statham,nm0005458,,,1,5000
Actor,TRUE,Bill Nighy,nm0631490,,,2,5000
Actor,TRUE,Harriet Walter,nm0910040,,,3,5000
Actor,TRUE,Naomi Ackie,nm7609875,,,4,5000
Actor,TRUE,Daniel Mays,nm0990547,,,5,5000
Actor,TRUE,Bodhi Rae Breathnach,nm11417004,,,6,2500
Actor,TRUE,Billy Clements,nm10968854,,,7,2500
Actor,TRUE,Bronson Webb,nm0916037,,,8,2500
Actor,TRUE,Bally Gill,nm2617312,,,9,2500
Actor,TRUE,Tomi May,nm3314507,,,10,2500
Actor,TRUE,Tom Wu,nm0943179,,,11,1000
Actor,TRUE,Anna Crilly,nm2418097,,,12,1000
Actor,TRUE,Sofian Francis,nm5770586,,,13,1000
Actor,TRUE,Adam Collins,nm5143645,,,14,1000
Actor,TRUE,Ryan Fletcher,nm1229526,,,15,1000
,,,,,,,
Movie,TRUE,Calle Málaga,tt32429174,Indie,5000000,,25000
Director,TRUE,Maryam Touzani,nm5685112,,,,5000
Actor,TRUE,Carmen Maura,nm0560962,,,1,5000
Actor,TRUE,Marta Etura,nm1011070,,,2,5000
Actor,TRUE,Ahmed Boulane,nm0099424,,,3,5000
Actor,TRUE,María Alfonsa Rosso,nm0743133,,,4,5000
Actor,TRUE,Sanae Regragui,nm6454120,,,5,5000
Actor,TRUE,Miguel Garcés,nm0962195,,,6,2500
Actor,TRUE,Tarik Rmili,nm6593670,,,7,2500
Actor,TRUE,Mohamed Naimane,nm5814128,,,8,2500
Actor,TRUE,Moustapha Haouchine,nm14904620,,,9,2500
Actor,TRUE,La Imèn,nm14980820,,,10,2500
Actor,TRUE,Hamza Guemhahi,nm17522494,,,11,1000
Actor,TRUE,Aziz Filali,nm17522507,,,12,1000
Actor,TRUE,Mohammed El Aouni,nm17522518,,,13,1000
Actor,TRUE,Ali Mchat,nm17522519,,,14,1000
Actor,TRUE,Abdelilah Iramdane,nm17522510,,,15,1000
,,,,,,,
Movie,TRUE,GOAT,tt32499880,Indie,5000000,,25000
Director,TRUE,Tyree Dillihay,nm2826643,,,,5000
Director,TRUE,Adam Rosette,nm2411105,,,,5000
Actor,TRUE,Rachna Vasavada,nm13405822,,,1,5000
,,,,,,,
Movie,TRUE,Moses the Black,tt32542065,Indie,5000000,,25000
Director,TRUE,Yelena Popovic,nm0660528,,,,5000
Actor,TRUE,Omar Epps,nm0004898,,,1,5000
Actor,TRUE,Chukwudi Iwuji,nm1030244,,,2,5000
Actor,TRUE,Wiz Khalifa,nm4381591,,,3,5000
Actor,TRUE,Ahmad Nicholas Ferguson,nm8465545,,,4,5000
Actor,TRUE,Cliff Chamberlain,nm1554516,,,5,5000
Actor,TRUE,Corey Hendrix,nm4141529,,,6,2500
Actor,TRUE,Quavo,nm8435168,,,7,2500
Actor,TRUE,Kierra Bunch,nm4883789,,,8,2500
Actor,TRUE,Deontay Wilder,nm5248931,,,9,2500
Actor,TRUE,Tyré Green,nm9380413,,,10,2500
Actor,TRUE,Jimmy Cone,nm17896173,,,11,1000
Actor,TRUE,David Krostal,nm14858503,,,12,1000
Actor,TRUE,Jay Street,nm2433377,,,13,1000
Actor,TRUE,Vonzell D. Scott,nm7195468,,,14,1000
Actor,TRUE,Skilla Baby,nm13816987,,,15,1000
,,,,,,,
Movie,TRUE,Three Bags Full: A Sheep Detective Movie,tt32566481,Mainstream,50000000,,50000
Director,TRUE,Kyle Balda,nm0049633,,,,15000
Actor,TRUE,Emma Thompson,nm0000668,,,1,15000
Actor,TRUE,Hugh Jackman,nm0413168,,,2,15000
Actor,TRUE,Molly Gordon,nm1094137,,,3,15000
Actor,TRUE,Nicholas Galitzine,nm5954280,,,4,15000
Actor,TRUE,Nicholas Braun,nm1002609,,,5,15000
Actor,TRUE,Mandeep Dhillon,nm3778244,,,6,10000
Actor,TRUE,Hong Chau,nm2186865,,,7,10000
Actor,TRUE,Conleth Hill,nm0384152,,,8,10000
Actor,TRUE,Tosin Cole,nm4108791,,,9,10000
Actor,TRUE,George Harris,nm2005592,,,10,10000
Actor,TRUE,Kobna Holdbrook-Smith,nm1506183,,,11,5000
Actor,TRUE,James Wright,nm15724785,,,12,5000
,,,,,,,
Movie,TRUE,The Mummy,tt32612507,Mainstream,50000000,,50000
Director,TRUE,Lee Cronin,nm2091846,,,,15000
Actor,TRUE,Jack Reynor,nm2930503,,,1,15000
Actor,TRUE,Laia Costa,nm4663937,,,2,15000
Actor,TRUE,May Calamawy,nm2790595,,,3,15000
Actor,TRUE,Veronica Falcón,nm1227481,,,4,15000
Actor,TRUE,Emily Mitchell,nm12876537,,,5,15000
Actor,TRUE,Hayat Kamille,nm6360097,,,6,10000
Actor,TRUE,Natalie Grace,nm10576004,,,7,10000
Actor,TRUE,Billie Roy,nm13136436,,,8,10000
Actor,TRUE,Shylo Molina,nm11141281,,,9,10000
Actor,TRUE,May Elghety,nm8162814,,,10,10000
Actor,TRUE,Dean Allen Williams,nm13045538,,,11,5000
,,,,,,,
Movie,TRUE,The Rip,tt32642706,Indie,5000000,,25000
Director,TRUE,Joe Carnahan,nm0138620,,,,5000
Actor,TRUE,Teyana Taylor,nm3692520,,,1,5000
Actor,TRUE,Matt Damon,nm0000354,,,2,5000
Actor,TRUE,Ben Affleck,nm0000255,,,3,5000
Actor,TRUE,Kyle Chandler,nm0151419,,,4,5000
Actor,TRUE,Scott Adkins,nm0012078,,,5,5000
Actor,TRUE,Steven Yeun,nm3081796,,,6,2500
Actor,TRUE,Sasha Calle,nm8567338,,,7,2500
Actor,TRUE,Catalina Sandino Moreno,nm1503432,,,8,2500
Actor,TRUE,Nestor Carbonell,nm0004801,,,9,2500
Actor,TRUE,Lina Esco,nm2128467,,,10,2500
Actor,TRUE,Daisuke Tsuji,nm2473600,,,11,1000
Actor,TRUE,Jose Pablo Cantillo,nm1504678,,,12,1000
Actor,TRUE,Scot Teller,nm9854804,,,13,1000
Actor,TRUE,Shawn Michael,nm2474489,,,14,1000
Actor,TRUE,Allie Moreno,nm7365180,,,15,1000
,,,,,,,
Movie,TRUE,SOULM8TE,tt32654916,Mainstream,0,,0
Director,TRUE,Kate Dolan,nm3951005,,,,
Actor,TRUE,Valerie Hanna,nm2599780,,,1,0
Actor,TRUE,David Rysdahl,nm3314705,,,2,0
Actor,TRUE,Claudia Doumit,nm4707628,,,3,0
Actor,TRUE,Lily Sullivan,nm4591498,,,4,0
Actor,TRUE,Oliver Cooper,nm3967796,,,5,0
Actor,TRUE,Steve Chusak,nm7067240,,,6,0
Actor,TRUE,Ossian Perret,nm9791464,,,7,0
Actor,TRUE,Jon Tarcy,nm6879708,,,8,0
Actor,TRUE,Isabelle Bonfrer,nm7717616,,,9,0
Actor,TRUE,Emma Ramos,nm4080915,,,10,0
Actor,TRUE,Nicholas Lane,nm12234612,,,11,0
Actor,TRUE,Robert Ashe,nm1143236,,,12,0
Actor,TRUE,Hannah Brady,nm8316387,,,13,0
Actor,TRUE,Charlie Kranz,nm0469818,,,14,0
Actor,TRUE,Harleen Sahota,nm15089436,,,15,0
,,,,,,,
Movie,TRUE,Wuthering Heights,tt32897959,Mainstream,50000000,,50000
Director,TRUE,Emerald Fennell,nm2193504,,,,15000
Actor,TRUE,Jacob Elordi,nm8624059,,,1,15000
Actor,TRUE,Margot Robbie,nm3053338,,,2,15000
Actor,TRUE,Alison Oliver,nm2519720,,,3,15000
Actor,TRUE,Owen Cooper,nm16369583,,,4,15000
Actor,TRUE,Hong Chau,nm2186865,,,5,15000
Actor,TRUE,Martin Clunes,nm0167340,,,6,10000
Actor,TRUE,Ewan Mitchell,nm7359071,,,7,10000
Actor,TRUE,Shazad Latif,nm3691746,,,8,10000
Actor,TRUE,Charlotte Mellington,nm17090711,,,9,10000
Actor,TRUE,Robert Cawsey,nm1660010,,,10,10000
Actor,TRUE,Vy Nguyen,nm17002043,,,11,5000
Actor,TRUE,Andrew Charles Davis,nm17431726,,,12,5000
,,,,,,,
Movie,TRUE,Primate,tt33028778,Mainstream,0,,0
Director,TRUE,Johannes Roberts,nm1266897,,,,
Actor,TRUE,Johnny Sequoyah,nm4292747,,,1,0
Actor,TRUE,Troy Kotsur,nm1319274,,,2,0
Actor,TRUE,Jessica Alexander,nm7987534,,,3,0
Actor,TRUE,Victoria Wyant,nm13480610,,,4,0
Actor,TRUE,Kevin McNally,nm0573618,,,5,0
Actor,TRUE,Ben Pronsky,nm1408690,,,6,0
Actor,TRUE,Kae Alexander,nm3664502,,,7,0
Actor,TRUE,Charlie Mann,nm7909596,,,8,0
Actor,TRUE,Gia Hunter,nm11073265,,,9,0
Actor,TRUE,Benjamin Cheng,nm16681745,,,10,0
Actor,TRUE,Stuart Whelan,nm8004657,,,11,0
Actor,TRUE,Tienne Simon,nm13760033,,,12,0
Actor,TRUE,Miguel Torres Umba,nm11749919,,,13,0
Actor,TRUE,Albert Magashi,nm8680644,,,14,0
Actor,TRUE,Amina Abdi,nm16582103,,,15,0
,,,,,,,
Movie,TRUE,The Drama,tt33071426,Indie,5000000,,25000
Director,TRUE,Kristoffer Borgli,nm5589501,,,,5000
Actor,TRUE,Robert Pattinson,nm1500155,,,1,5000
Actor,TRUE,Zendaya,nm3918035,,,2,5000
Actor,TRUE,Alana Haim,nm6076229,,,3,5000
Actor,TRUE,Zoë Winters,nm2925225,,,4,5000
Actor,TRUE,Michael Abbott Jr.,nm2534638,,,5,5000
Actor,TRUE,Mamoudou Athie,nm6974206,,,6,2500
Actor,TRUE,Hailey Gates,nm3687486,,,7,2500
Actor,TRUE,Sydney Lemmon,nm5517526,,,8,2500
Actor,TRUE,YaYa Gosselin,nm8533749,,,9,2500
Actor,TRUE,Jordyn Curet,nm4678576,,,10,2500
Actor,TRUE,Peyton Jackson,nm9848596,,,11,1000
Actor,TRUE,Chase Breithoff,nm16556830,,,12,1000
Actor,TRUE,Christopher C. James,nm13295247,,,13,1000
Actor,TRUE,Echo Campbell,nm7385087,,,14,1000
Actor,TRUE,Shawn Fogarty,nm1585038,,,15,1000
,,,,,,,
Movie,TRUE,Hoppers,tt33088413,Blockbuster,150000000,,100000
Director,TRUE,Daniel Chong,nm5512802,,,,25000
Actor,TRUE,Piper Curda,nm4552582,,,1,25000
Actor,TRUE,Bobby Moynihan,nm1293885,,,2,25000
Actor,TRUE,Jon Hamm,nm0358316,,,3,25000
,,,,,,,
Movie,TRUE,A Great Awakening,tt33305882,Indie,5000000,,25000
Director,TRUE,Joshua Enck,nm7530291,,,,5000
Actor,TRUE,John Paul Sneed,nm17802440,,,1,5000
Actor,TRUE,Jonathan Blair,nm7085459,,,2,5000
Actor,TRUE,Joe Dignoti,nm2639110,,,3,5000
Actor,TRUE,Stephen Foster Harris,nm4803342,,,4,5000
Actor,TRUE,Zac Johnson,nm8147320,,,5,5000
Actor,TRUE,Josh Bates,nm17033827,,,6,2500
Actor,TRUE,Matt Meyer,nm17656234,,,7,2500
,,,,,,,
Movie,TRUE,Ástin sem eftir er,tt33381401,Indie,5000000,,25000
Director,TRUE,Hlynur Pálmason,nm6249843,,,,5000
Actor,TRUE,Panda,nm17826789,,,1,5000
Actor,TRUE,Saga Garðarsdóttir,nm5574267,,,2,5000
Actor,TRUE,Ída Mekkín Hlynsdóttir,nm10588371,,,3,5000
Actor,TRUE,Sverrir Gudnason,nm0345695,,,4,5000
Actor,TRUE,Ingvar Sigurdsson,nm0797614,,,5,5000
Actor,TRUE,Anders Mossling,nm2017961,,,6,2500
Actor,TRUE,Katla M. Þorgeirsdóttir,nm1204753,,,7,2500
Actor,TRUE,Halldór Laxness Halldórsson,nm2282593,,,8,2500
Actor,TRUE,Grímur Hlynsson,nm13279799,,,9,2500
Actor,TRUE,Þorgils Hlynsson,nm13279801,,,10,2500
Actor,TRUE,Kristinn Guðmundsson,nm10780780,,,11,1000
,,,,,,,
Movie,TRUE,The Devil Wears Prada 2,tt33612209,Mainstream,50000000,,50000
Director,TRUE,David Frankel,nm0291205,,,,15000
Actor,TRUE,Meryl Streep,nm0000658,,,1,15000
Actor,TRUE,Stanley Tucci,nm0001804,,,2,15000
Actor,TRUE,Lucy Liu,nm0005154,,,3,15000
Actor,TRUE,Tracie Thoms,nm1139632,,,4,15000
Actor,TRUE,Kenneth Branagh,nm0000110,,,5,15000
Actor,TRUE,Rachel Bloom,nm3417385,,,6,10000
Actor,TRUE,Justin Theroux,nm0857620,,,7,10000
Actor,TRUE,Anne Hathaway,nm0004266,,,8,10000
Actor,TRUE,Sydney Sweeney,nm2858875,,,9,10000
Actor,TRUE,Patrick Brammall,nm1669772,,,10,10000
Actor,TRUE,Emily Blunt,nm1289434,,,11,5000
Actor,TRUE,B.J. Novak,nm1145983,,,12,5000
Actor,TRUE,Pauline Chalamet,nm6955492,,,13,5000
Actor,TRUE,Lady Gaga,nm3078932,,,14,5000
Actor,TRUE,Simone Ashley,nm7592760,,,15,5000
,,,,,,,
Movie,TRUE,Reminders of Him,tt33714084,Indie,5000000,,25000
Director,TRUE,Vanessa Caswill,nm2726305,,,,5000
Actor,TRUE,Lauren Graham,nm0334179,,,1,5000
Actor,TRUE,Bradley Whitford,nm0925966,,,2,5000
Actor,TRUE,Maika Monroe,nm2140860,,,3,5000
Actor,TRUE,Tyriq Withers,nm10635159,,,4,5000
Actor,TRUE,Jennifer Robertson,nm0731897,,,5,5000
Actor,TRUE,Lainey Wilson,nm12510840,,,6,2500
Actor,TRUE,Rudy Pankow,nm8837339,,,7,2500
Actor,TRUE,Hilary Jardine,nm3614878,,,8,2500
Actor,TRUE,Nicholas Duvernay,nm6721226,,,9,2500
Actor,TRUE,Jillian Walchuck,nm2198582,,,10,2500
Actor,TRUE,Rick Koy,nm12849279,,,11,1000
Actor,TRUE,Zoe Kosovic,nm16163382,,,12,1000
Actor,TRUE,Anne Hawthorne,nm1220886,,,13,1000
Actor,TRUE,Skye MacDonald,nm15560881,,,14,1000
Actor,TRUE,Monika Myers,nm17495208,,,15,1000
,,,,,,,
Movie,TRUE,Vie privée,tt33852162,Indie,5000000,,25000
Director,TRUE,Rebecca Zlotowski,nm2294243,,,,5000
Actor,TRUE,Jodie Foster,nm0000149,,,1,5000
Actor,TRUE,Daniel Auteuil,nm0000809,,,2,5000
Actor,TRUE,Virginie Efira,nm1812637,,,3,5000
Actor,TRUE,Mathieu Amalric,nm0023832,,,4,5000
Actor,TRUE,Vincent Lacoste,nm3228320,,,5,5000
Actor,TRUE,Luàna Bajrami,nm4714676,,,6,2500
Actor,TRUE,Noam Morgensztern,nm0605182,,,7,2500
Actor,TRUE,Sophie Guillemin,nm0347069,,,8,2500
Actor,TRUE,Frederick Wiseman,nm0936464,,,9,2500
Actor,TRUE,Aurore Clément,nm0167467,,,10,2500
Actor,TRUE,Irène Jacob,nm0001393,,,11,1000
Actor,TRUE,Park Ji-min,nm13973657,,,12,1000
Actor,TRUE,Jean Chevalier,nm7593798,,,13,1000
Actor,TRUE,Emma Ravier,nm16904879,,,14,1000
Actor,TRUE,Scott Agnesi Delpapierre,nm17333826,,,15,1000
,,,,,,,
Movie,TRUE,Ready or Not 2: Here I Come,tt33978029,Mainstream,50000000,,50000
Director,TRUE,Matt Bettinelli-Olpin,nm2366012,,,,15000
Director,TRUE,Tyler Gillett,nm2419470,,,,15000
Actor,TRUE,Samara Weaving,nm3034977,,,1,15000
Actor,TRUE,Elijah Wood,nm0000704,,,2,15000
Actor,TRUE,Shawn Hatosy,nm0004999,,,3,15000
Actor,TRUE,Sarah Michelle Gellar,nm0001264,,,4,15000
Actor,TRUE,Kevin Durand,nm0243806,,,5,15000
Actor,TRUE,Kathryn Newton,nm1105980,,,6,10000
Actor,TRUE,David Cronenberg,nm0000343,,,7,10000
Actor,TRUE,Nestor Carbonell,nm0004801,,,8,10000
Actor,TRUE,Maia Jae,nm1341876,,,9,10000
Actor,TRUE,Olivia Cheng,nm2138746,,,10,10000
Actor,TRUE,Dan Beirne,nm1222461,,,11,5000
Actor,TRUE,Varun Saranga,nm3532853,,,12,5000
Actor,TRUE,Emily Stranges,nm3257612,,,13,5000
Actor,TRUE,Masa Lizdek,nm5765981,,,14,5000
Actor,TRUE,Dave Rose,nm9738090,,,15,5000
,,,,,,,
Movie,TRUE,Sprunki: The Movie,tt33995693,Indie,5000000,,25000
Director,TRUE,Alexander Sandoval Tapia,nm14796748,,,,5000
Actor,TRUE,Alexander Sandoval Tapia,nm14796748,,,1,5000
Actor,TRUE,'Rebecca' D. Hernández Maya,nm17235261,,,2,5000
Actor,TRUE,Smokey the Cat,nm10224466,,,3,5000
Actor,TRUE,DoniChanVA,nm17168493,,,4,5000
Actor,TRUE,SwissNoodle,nm17168494,,,5,5000
Actor,TRUE,Binter,nm17168491,,,6,2500
Actor,TRUE,Endermate,nm17168486,,,7,2500
Actor,TRUE,Gustavo Lima R.,nm17168495,,,8,2500
Actor,TRUE,Jonás Gómez,nm7099240,,,9,2500
Actor,TRUE,KingdomOfMirrors,nm17168490,,,10,2500
Actor,TRUE,ClarkeBC,nm17168496,,,11,1000
Actor,TRUE,Suffo,nm17168497,,,12,1000
Actor,TRUE,Dillguy,nm17168487,,,13,1000
Actor,TRUE,Yellofarion,nm17168488,,,14,1000
Actor,TRUE,Kennedy Smith,nm17300230,,,15,1000
,,,,,,,
Movie,TRUE,The Breadwinner,tt34459219,Indie,5000000,,25000
Director,TRUE,Eric Appel,nm1926903,,,,5000
Actor,TRUE,Nate Bargatze,nm2567088,,,1,5000
Actor,TRUE,Will Forte,nm0287182,,,2,5000
Actor,TRUE,Charlene Amoia,nm1006439,,,3,5000
Actor,TRUE,Kumail Nanjiani,nm3529685,,,4,5000
Actor,TRUE,Kate Berlant,nm2547958,,,5,5000
Actor,TRUE,Mandy Moore,nm0601553,,,6,2500
Actor,TRUE,Zach Cherry,nm7100086,,,7,2500
Actor,TRUE,Marvin E. West,nm1218295,,,8,2500
Actor,TRUE,Danielle Gross,nm4594868,,,9,2500
Actor,TRUE,Charity Cervantes,nm6082748,,,10,2500
Actor,TRUE,Martin Herlihy,nm11958939,,,11,1000
Actor,TRUE,Charlotte Ann Tucker,nm12872957,,,12,1000
Actor,TRUE,Colin Jost,nm1906042,,,13,1000
Actor,TRUE,Stella Grace Fitzgerald,nm12470476,,,14,1000
Actor,TRUE,Birdie Borria,nm12257385,,,15,1000
,,,,,,,
Movie,TRUE,I Can Only Imagine 2,tt34888646,Indie,5000000,,25000
Director,TRUE,Andrew Erwin,nm3401779,,,,5000
Director,TRUE,Brent Mccorkle,nm3634546,,,,5000
Actor,TRUE,Arielle Kebbel,nm0444223,,,1,5000
Actor,TRUE,Dennis Quaid,nm0000598,,,2,5000
Actor,TRUE,Milo Ventimiglia,nm0893257,,,3,5000
Actor,TRUE,Sophie Skelton,nm5310225,,,4,5000
Actor,TRUE,Trace Adkins,nm0012081,,,5,5000
Actor,TRUE,Jason Burkey,nm3600327,,,6,2500
Actor,TRUE,Anjelah Johnson-Reyes,nm2269297,,,7,2500
Actor,TRUE,Joshua Bassett,nm7481311,,,8,2500
Actor,TRUE,Jobie James,nm13169955,,,9,2500
Actor,TRUE,John Michael Finley,nm8722479,,,10,2500
Actor,TRUE,Abby Glover,nm7696998,,,11,1000
Actor,TRUE,Sammy Dell,nm12265087,,,12,1000
Actor,TRUE,Del Sable,nm17233107,,,13,1000
Actor,TRUE,James Shaw III,nm17255369,,,14,1000
Actor,TRUE,Precious Johnson,nm6325213,,,15,1000
,,,,,,,
Movie,TRUE,Hateshinaki Sukâretto,tt35114460,Mainstream,0,,0
Director,TRUE,Mamoru Hosoda,nm0396074,,,,
Actor,TRUE,Mana Ashida,nm3870544,,,1,0
Actor,TRUE,Masaki Okada,nm2347861,,,2,0
Actor,TRUE,Masachika Ichimura,nm0406754,,,3,0
Actor,TRUE,Kôji Yakusho,nm0945131,,,4,0
Actor,TRUE,Yuki Saitô,nm0756877,,,5,0
Actor,TRUE,Yutaka Matsushige,nm0559647,,,6,0
Actor,TRUE,Kôtarô Yoshida,nm7139946,,,7,0
Actor,TRUE,Munetaka Aoki,nm1328568,,,8,0
Actor,TRUE,Kazuhiro Yamaji,nm0945377,,,9,0
Actor,TRUE,Shôta Sometani,nm2202409,,,10,0
Actor,TRUE,Tokio Emoto,nm2320634,,,11,0
Actor,TRUE,Kayoko Shiraishi,nm0794189,,,12,0
Actor,TRUE,Noa Shiroyama,nm15338271,,,13,0
Actor,TRUE,Michio Hazama,nm0371874,,,14,0
Actor,TRUE,Mamoru Miyano,nm1465001,,,15,0
,,,,,,,
Movie,TRUE,VHS Summer Camp,tt35131160,Indie,5000000,,25000
Director,TRUE,James Pinard,nm14628726,,,,5000
Actor,TRUE,Drake Clowes,nm14271649,,,1,5000
Actor,TRUE,Alexis Baca,nm12913807,,,2,5000
Actor,TRUE,Kevin Kedgley,nm10198491,,,3,5000
Actor,TRUE,Grace Schnitzius,nm11754881,,,4,5000
Actor,TRUE,Lonnie Jackson,nm14347790,,,5,5000
Actor,TRUE,Shawn Alexander Thompson,nm12233635,,,6,2500
Actor,TRUE,Nick Lepak,nm17574164,,,7,2500
Actor,TRUE,Raymond Sostre,nm14961350,,,8,2500
Actor,TRUE,Derrick Clowes,nm12713263,,,9,2500
Actor,TRUE,Alexa Comeau,nm15147201,,,10,2500
Actor,TRUE,Juliana Parris,nm11559382,,,11,1000
Actor,TRUE,Amanda Gazy,nm10109272,,,12,1000
Actor,TRUE,Max Caden,nm14194485,,,13,1000
Actor,TRUE,Harrison Beeson,nm14628727,,,14,1000
Actor,TRUE,Mackenzie Adamek,nm15779691,,,15,1000
,,,,,,,
Movie,TRUE,The Moment,tt35524793,Indie,5000000,,25000
Director,TRUE,Aidan Zamiri,nm11789308,,,,5000
Actor,TRUE,Alexander Skarsgård,nm0002907,,,1,5000
Actor,TRUE,Rachel Sennott,nm6976735,,,2,5000
Actor,TRUE,Rosanna Arquette,nm0000275,,,3,5000
Actor,TRUE,Kylie Jenner,nm2832473,,,4,5000
Actor,TRUE,Jamie Demetriou,nm5857152,,,5,5000
Actor,TRUE,Kate Berlant,nm2547958,,,6,2500
Actor,TRUE,Charli XCX,nm6424616,,,7,2500
Actor,TRUE,Hailey Gates,nm3687486,,,8,2500
Actor,TRUE,Arielle Dombasle,nm0231319,,,9,2500
Actor,TRUE,Rish Shah,nm9169920,,,10,2500
Actor,TRUE,Isaac Powell,nm7060126,,,11,1000
Actor,TRUE,Michael Workeye,nm10862576,,,12,1000
Actor,TRUE,Trew Mullen,nm7464789,,,13,1000
Actor,TRUE,Sarah Beck Mather,nm2440329,,,14,1000
Actor,TRUE,Riana Duce,nm5198386,,,15,1000
,,,,,,,
Movie,TRUE,Hokum,tt35672862,Indie,5000000,,25000
Director,TRUE,Damian Mc Carthy,nm2163762,,,,5000
Actor,TRUE,Adam Scott,nm0004395,,,1,5000
Actor,TRUE,David Wilmot,nm0932837,,,2,5000
Actor,TRUE,Austin Amelio,nm3994184,,,3,5000
Actor,TRUE,Florence Ordesh,nm3932437,,,4,5000
Actor,TRUE,Peter Coonan,nm0177742,,,5,5000
Actor,TRUE,Michael Patric,nm2789088,,,6,2500
Actor,TRUE,Will O'Connell,nm3727276,,,7,2500
Actor,TRUE,Sioux Carroll,nm17908442,,,8,2500
Actor,TRUE,Brendan Conroy,nm0175796,,,9,2500
Actor,TRUE,Ezra Carlisle,nm14053572,,,10,2500
Actor,TRUE,Mallory Adams,nm3641402,,,11,1000
Actor,TRUE,Siox C,nm17634921,,,12,1000
,,,,,,,
Movie,TRUE,The Confession,tt35838700,Indie,5000000,,25000
Director,TRUE,Will Canon,nm1949943,,,,5000
